Alloy,No,Component,Fraction,a,delta,Tm,D_Tm,Hmix,σHmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,Phase,Phase_inshort
Ni60Zr27Nb8Al5,4 ,Ni Zr Nb Al,60 27 8 5,1.36633,0.114185823,1878.0335,368.5275633,-42.4704,8.718633256,1.011860276,1.7136,0.253856337,7.63,2.924568344,1.44525E+11,50.08005466,AM,AM
Cu54Zr27Ti9Be10,4 ,Cu Zr Ti Be,54 27 9 10,1.36731,0.117564223,1638.4458,340.7397714,-20.8872,7.458442787,1.133234126,1.6807,0.249368222,7.58,3.747479153,1.17625E+11,29.69927398,AM,AM
AuSb2,2 ,Au Sb,1 2,1.367333333,0.03861334,1048.296667,204.37743,-3.555555556,0.20951312,0.636514168,2.213333333,0.230988215,7,2.828427125,1.01333E+11,83.9100047,IM,IM
Ni60Zr28Nb7Al5,4 ,Ni Zr Nb Al,60 28 7 5,1.36807,0.115247253,1871.8135,358.8808343,-43.0104,8.479275566,0.99886058,1.7109,0.256472591,7.62,2.935234233,1.43533E+11,50.54545809,AM,AM
Al2Fe,2 ,Al Fe,2 1,1.3683,0.0658,1225.98,413.67,-9.7778,0.5762,0.6365,1.6833,0.1037,4.6667,2.3570,"107,333,333,333",44.3120,IM,IM
Cu5Ce,2 ,Cu Ce,5 1,1.369166667,0.148889736,1309.975,106.872869,-11.66666667,3.478327965,0.450561209,1.77,0.290688837,9.666666667,2.98142397,1.20333E+11,43.97600356,IM,IM
Ni57.5Zr26Nb9Al7.5,4 ,Ni Zr Nb Al,57.5 26 9 7.5,1.36924,0.112094334,1864.39025,405.3974639,-42.8506,9.407681795,1.079420803,1.7088,0.249763008,7.465,2.976369433,1.42917E+11,50.43352335,AM,AM
Cu47Ti33Zr11Ni8Si,5 ,Cu Ti Zr Ni Si,47 33 11 8 1,1.37066,0.087681274,1667.8719,305.6079358,-16.8852,8.332451119,1.211629515,1.7193,0.214155341,7.77,3.420102338,1.25292E+11,27.40270034,AM,AM
Cu2In,2 ,Cu In,2 1,1.372,0.096892183,1048.43,437.4728234,8.888888889,0.523782801,0.636514168,1.86,0.056568542,8.333333333,3.771236166,1.04443E+11,50.28472023,IM,IM
Ti45Cu25Ni15Sn3Be7Zr5,6 ,Ti Cu Ni Sn Be Zr,45 25 15 3 7 5,1.37201,0.09479659,1702.8449,329.9886573,-21.198,9.756478121,1.431601604,1.6897,0.195153555,6.51,3.410263919,1.25882E+11,29.89304355,AM,AM
Ni57.5Zr28Nb7Al7.5,4 ,Ni Zr Nb Al,57.5 28 7 7.5,1.37272,0.114180352,1851.95025,387.1641249,-43.9414,9.015860877,1.055045141,1.7034,0.25492242,7.445,2.996160042,1.40933E+11,51.27237723,AM,AM
Cu47Ti34Zr11Ni8,4 ,Cu Ti Zr Ni,47 34 11 8,1.37375,0.086264529,1670.4119,306.8095331,-15.4404,7.281925809,1.166514431,1.7157,0.214113311,7.77,3.420102338,1.25392E+11,27.32836718,AM,AM
Ti50Ni15Cu32Sn3,4 ,Ti Ni Cu Sn,50 15 32 3,1.37546,0.07656994,1679.3388,330.2197274,-16.5552,7.826990087,1.100957296,1.7233,0.183575897,7.14,3.349686553,1.2854E+11,27.57514098,AM,AM
Ni57.5Zr30Nb5Al7.5,4 ,Ni Zr Nb Al,57.5 30 5 7.5,1.3762,0.116152692,1839.51025,367.6078185,-45.045,8.423596153,1.023445004,1.698,0.259867274,7.425,3.015688147,1.3895E+11,52.02216675,AM,AM
AlCrNbTiV,5 ,Al Cr Nb Ti V,1 1 1 1 1,1.3776,0.059023492,1997.494,594.8655042,-14.56,6.814736972,1.609437912,1.608,0.039698866,4.6,1.019803903,1.352E+11,36.2789195,B2,IM
Ti53Cu27Ni12Zr3Al7Si3B,7 ,Ti Cu Ni Zr Al Si B,53 27 12 3 7 3 1,1.377886792,0.086004211,1703.736604,326.9562137,-24.8508366,10.91405203,1.366788232,1.687169811,0.185603324,6.386792453,3.306856099,1.2391E+11,33.60189122,AM,AM
CuTiZn,3 ,Cu Ti Zn,1 1 1,1.378333333,0.055165568,1330.483333,509.9896255,-10.22222222,4.086009453,1.098612289,1.696666667,0.150628314,9,3.559026084,1.06667E+11,28.67441756,IM,IM
Ni57.5Zr32Nb3Al7.5,4 ,Ni Zr Nb Al,57.5 32 3 7.5,1.37968,0.118018115,1827.07025,346.504617,-46.1614,7.564065035,0.982282257,1.6926,0.264609599,7.405,3.034958814,1.36967E+11,52.6866945,AM,AM
Al5Co2,2 ,Al Co,5 2,1.380285714,0.059239521,1171.907143,377.0022251,-15.51020408,1.576529096,0.598269589,1.687142857,0.121973567,4.714285714,2.710523709,1.05714E+11,46.98241095,IM,IM
Al2Cu,2 ,Al Cu,2 1,1.380666667,0.05258061,1074.903333,200.0169382,-0.888888889,0.05237828,0.636514168,1.706666667,0.136707311,5.666666667,3.771236166,97333333333,30.16988933,IM,IM
Ti50Ni20Cu25Sn5,4 ,Ti Ni Cu Sn,50 20 25 5,1.3807,0.08076088,1680.7965,359.8618612,-19.61,8.772941482,1.164821377,1.725,0.185404962,6.95,3.278337994,1.289E+11,31.35267134,AM,AM
Cu54Ni6Zr22Ti18,4 ,Cu Ni Zr Ti,54 6 22 18,1.3807,0.099427646,1654.4158,334.6187713,-18.0096,7.428526763,1.143316977,1.7104,0.242618713,8.14,3.388273897,1.21783E+11,31.28320902,AM,AM
AlSb,2 ,Al Sb,1 1,1.381,0.036929761,918.625,14.845,2,0,0.693147181,1.83,0.22,4,1,59000000000,17,IM,IM
MoNbTaVW,5 ,Mo Nb Ta V W,1 1 1 1 1,1.381,0.031480181,2962.8,510.100147,-4.64,2.219693673,1.609437912,1.85,0.343394817,5.4,0.489897949,2.14E+11,53.88877434,BCC,SS
AlCoCu,3 ,Al Co Cu,7 1 2,1.3831,0.054240906,1101.783,278.0662945,-5.4,4.272797678,0.801818553,1.695,0.129942295,5.2,3.4,99200000000,36.91287038,IM,IM
Ni57.5Zr35Al7.5,3 ,Ni Zr Al,57.5 35 7.5,1.3849,0.120628776,1808.41025,311.2555795,-47.86,5.430658731,0.879904293,1.6845,0.27136645,7.375,3.063392727,1.33992E+11,53.53045538,AM,AM
Cu2Mg,2 ,Cu Mg,2 1,1.385666667,0.109884768,1212.846667,204.9525435,-2.666666667,0.15713484,0.636514168,1.703333333,0.278128667,8,4.242640687,1.08333E+11,44.78342948,IM,IM
Al9Mn11,2 ,Al Mn,9 11,1.3869,0.02941415,1255.5115,291.297497,-18.81,0.094523807,0.688138814,1.577,0.029849623,5.2,1.989974874,1.002E+11,21.88972362,IM,IM
Al8V5,2 ,Al V,8 5,1.387384615,0.040676892,1414.058462,607.9016623,-15.14792899,0.41453617,0.666278442,1.617692308,0.009730085,3.769230769,0.973008511,1.08308E+11,40.86635745,IM,IM
Cu4Ce,2 ,Cu Ce,4 1,1.3874,0.15770506,1300.416,114.708,-13.44,3.024,0.500402424,1.744,0.312,9.4,3.2,1.164E+11,47.2,IM,IM
Cu4MgSn,3 ,Cu Mg Sn,4 1 1,1.388833333,0.112927833,1143.193333,326.5594162,0.777777778,2.922876986,0.867563228,1.811666667,0.225419362,8.333333333,3.815174381,1.105E+11,41.88774682,IM,IM
CuGeLi2,3 ,Cu Ge Li,1 1 2,1.389,0.094090991,869.1375,418.658151,-22.625,8.012014903,1.039720771,1.4675,0.489048822,4.25,4.08503366,40500000000,57.62161053,IM,IM
Al13Co4,2 ,Al Co,13 4,1.389411765,0.055258661,1129.83,353.9930242,-13.67474048,2.25888191,0.545594574,1.673529412,0.114529276,4.411764706,2.545095018,1.00471E+11,44.11498031,IM,IM
Al2Li3Si2,3 ,Al Li Si,2 3 2,1.389571429,0.110750648,943.1442857,510.6755084,6.530612245,11.58595594,1.078992208,1.422857143,0.398881088,2.428571429,1.293626448,55000000000,39.16995933,IM,IM
AlMn,2 ,Al Mn,1 1,1.391,0.029475198,1226.235,292.765,-19,0,0.693147181,1.58,0.03,5,2,98000000000,22,IM,IM
Cu60Zr20Hf10Ti10,4 ,Cu Zr Hf Ti,60 20 10 10,1.3914,0.103280651,1684.962,421.2542965,-17.28,4.79315512,1.088899975,1.69,0.264272587,8.2,3.42928564,1.20167E+11,27.26617766,AM,AM
Al2FeTi,3 ,Al Fe Ti,2 1 1,1.39175,0.063152898,1404.735,473.5010034,-24.75,5.552659836,1.039720771,1.6475,0.109173028,4.5,2.061552813,1.08E+11,38.39270764,IM,IM
Ni46Ti20Zr23Al12,4 ,Ni Ti Zr Al,46 20 23 12,1.3922,0.1041,1766.867723,344.84,-45.3014,11.7672,1.2689,1.6690,0.2373,6.6139,3.1117,"128,922,442,244",48.5830,AM,AM
Al11Cu11Mg4,3 ,Al Cu Mg,11 11 4,1.392846154,0.081527091,1111.370769,211.0329994,-2.017751479,0.498221076,1.015832175,1.686538462,0.208731375,6.230769231,4.097914031,98307692308,37.1905377,IM,IM
Zr17Ta16Ti19Nb22Si26,5 ,Zr Ta Ti Nb Si,17 16 19 22 26,1.39325,0.110918364,2300.57,573.2209741,-48.6432,24.36215874,1.593331876,1.6047,0.195076677,4.38,0.485386444,1.28342E+11,45.14828885,AM,AM
Cu60Zr30Ti10,3 ,Cu Zr Ti,60 30 10,1.3939,0.105535828,1647.162,358.1120907,-18.72,4.413521043,0.897945725,1.693,0.259963459,8.2,3.42928564,1.1625E+11,31.00235206,AM,AM
AlRe2,2 ,Al Re,1 2,1.394,0.019275508,2617.156667,1190.546259,-8,0.471404521,0.636514168,1.803333333,0.136707311,5.666666667,1.885618083,2.72E+11,138.5929291,IM,IM
CaCu5,2 ,Ca Cu,1 5,1.394333333,0.186561732,1317.308333,90.47503715,-7.222222222,2.153250645,0.450561209,1.75,0.335410197,9.5,3.354101966,1.195E+11,45.83939354,IM,IM
Al3Ru2,2 ,Al Ru,3 2,1.3944,0.033025249,1602.882,819.8589138,-20.16,0.411514277,0.673011667,1.846,0.28903979,5,2.449489743,1.336E+11,70.54530459,IM,IM
Ni45Ti20Zr25Al10,4 ,Ni Ti Zr Al,45 20 25 10,1.39705,0.105775239,1791.147,328.9590377,-45.41,11.99027832,1.258048145,1.661,0.241824316,6.6,3.088689042,1.28308E+11,48.6714688,AM,AM
NbMoTaW,4 ,Nb Mo Ta W,1 1 1 1,1.39725,0.023104619,3157.75,367.7297751,-6.5,2.365110991,1.386294361,1.905,0.363696302,5.5,0.5,2.275E+11,52.14163404,BCC,SS
AlMo,2 ,Al Mo,1 1,1.3975,0.024686941,1914.735,981.265,-5,0,0.693147181,1.885,0.275,4.5,1.5,1.53E+11,77,IM,IM
AlMnNbTiV,5 ,Al Mn Nb Ti V,1 1 1 1 1,1.3978,0.039497885,1865.294,612.7950242,-15.52,7.290607656,1.609437912,1.586,0.034985711,4.8,1.326649916,1.272E+11,34.28352374,B2+Laves,IM
MgNi4Y,3 ,Mg Ni Y,1 4 1,1.397833333,0.15912221,1605.666667,306.3966202,-16.22222222,6.615544732,0.867563228,1.695,0.30516389,7.5,3.547299442,1.34333E+11,64.59274125,IM,IM
Pt3Al,2 ,Pt Al,3 1,1.39825,0.013935685,1764.4175,479.7477628,-33,4.763139721,0.562335145,2.1125,0.29011851,8.25,3.031088913,1.915E+11,66.68395609,IM,IM
AlMoNbSiTaTiVZr,8 ,Al Mo Nb Si Ta Ti V Zr,1 1 1 1 1 1 1 1,1.3985,0.086560415,2226.05875,699.0533575,-32.1875,18.28458169,2.079441542,1.65875,0.240698852,4.5,0.866025404,1.39604E+11,55.20277881,AM,AM
Co3Sn2,2 ,Co Sn,3 2,1.3986,0.129252355,1262.832,618.7019172,0,0,0.673011667,1.912,0.039191836,7,2.449489743,1.312E+11,59.76754972,IM,IM
Al9Co2,2 ,Al Co,9 2,1.399090909,0.049897204,1085.202727,321.8737211,-11.30578512,2.96761719,0.474139313,1.659090909,0.104137544,4.090909091,2.314167648,94909090909,40.11223922,IM,IM
Al6CoMn,3 ,Al Co Mn,6 1 1,1.399125,0.044375959,1110.9775,313.6906122,-14.5625,2.262942917,0.73562194,1.63625,0.094198925,4.25,2.222048604,94500000000,35.38007914,IM,IM
Zr41Ti14Cu12.5Ni10Be22.5,5 ,Zr Ti Cu Ni Be,41 14 12.5 10 22.5,1.40006,0.139805008,1837.74125,288.7779418,-35.148,13.43727923,1.466622078,1.54265,0.219468625,5.025,3.094248697,1.09192E+11,36.34278451,AM,AM
Zr41.2Ti13.8Cu12.5Ni10Be22.5,5 ,Zr Ti Cu Ni Be,41.2 13.8 12.5 10 22.5,1.400342,0.139912901,1838.11525,289.0324122,-35.1966,13.42421791,1.464453824,1.54223,0.219674138,5.025,3.094248697,1.09113E+11,36.38314537,AM,AM
Zr39.88Ti15.12Ni9.98Cu13.77Be21.25,5 ,Zr Ti Ni Cu Be,39.88 15.12 9.98 13.77 21.25,1.4003622,0.137644169,1833.044929,290.698348,-34.26628064,13.44128242,1.484390056,1.549125,0.221818855,5.1377,3.145749308,1.09747E+11,36.18917569,AM,AM
Al8Mn5,2 ,Al Mn,8 5,1.400461538,0.028485858,1158.673846,284.8628367,-17.98816568,0.492261702,0.666278442,1.586923077,0.029190255,4.538461538,1.946017022,92923076923,21.40618724,IM,IM
Ni45Ti20Zr27Al8,4 ,Ni Ti Zr Al,45 20 27 8,1.40047,0.107461264,1815.0376,308.5457662,-45.3036,12.05733543,1.236794334,1.6554,0.246143942,6.62,3.068484968,1.28205E+11,48.78775948,AM,AM
Zr42.63Ti12.37Cu11.25Ni10Be23.75,5 ,Zr Ti Cu Ni Be,42.63 12.37 11.25 10 23.75,1.4004833,0.142199464,1843.317225,287.4816279,-36.140275,13.33804195,1.439464421,1.535102,0.217392708,4.9125,3.038065791,1.08428E+11,36.57506861,AM,AM
Zr38.5Ti16.5Ni9.75Cu15.15Be20,5 ,Zr Ti Ni Cu Be,38.5 16.5 9.75 15.15 20,1.400487487,0.135289628,1827.55471,292.7136493,-33.2217102,13.37488797,1.500050585,1.555780781,0.223476638,5.246746747,3.192313862,1.10291E+11,35.85947473,AM,AM
Zr44Ti11Cu10Ni10Be25,5 ,Zr Ti Cu Ni Be,44 11 10 10 25,1.40054,0.144418198,1848.407,285.7547369,-37.068,13.19042541,1.411122292,1.5281,0.214796159,4.8,2.976575213,1.07767E+11,36.74213446,AM,AM
Zr45.38Ti9.62Cu8.75Ni10Be26.25,5 ,Zr Ti Cu Ni Be,45.38 9.62 8.75 10 26.25,1.4006108,0.146607984,1853.515475,283.9380398,-37.99677,12.96712214,1.3782959,1.521077,0.211945158,4.6875,2.909440453,1.07101E+11,36.89835458,AM,AM
Al2Ru,2 ,Al Ru,2 1,1.400666667,0.031636381,1491.313333,788.9096077,-18.66666667,1.099943882,0.636514168,1.806666667,0.278128667,4.666666667,2.357022604,1.24E+11,67.88225099,IM,IM
Zr46.75Ti8.25Cu7.5Ni10Be27.5,5 ,Zr Ti Cu Ni Be,46.75 8.25 7.5 10 27.5,1.4006675,0.14876022,1858.60525,282.0054612,-38.92175,12.65995692,1.340849545,1.514075,0.208811265,4.575,2.836260743,1.0644E+11,37.04026754,AM,AM
TiZrNbMoV3,5 ,Ti Zr Nb Mo V,1 1 1 1 3,1.400714286,0.070585668,2323.428571,328.0691814,-2.530612245,1.624895669,1.475076311,1.645714286,0.232431688,4.857142857,0.638876565,1.51548E+11,46.21470891,BCC,SS
Ni40Cu6Ti16Zr28Al10,5 ,Ni Cu Ti Zr Al,40 6 16 28 10,1.40104,0.107382417,1772.4132,348.4802935,-42.8112,13.81818802,1.415222868,1.6578,0.247986209,6.72,3.168848371,1.25433E+11,48.17613517,AM,AM
AgPt3,2 ,Ag Pt,1 3,1.4015,0.017919898,1839.7825,349.2117537,-0.75,0.108253175,0.562335145,2.1925,0.151554446,10.25,0.433012702,1.975E+11,56.29165125,IM,IM
Ti40Zr25Ni3Cu12Be20,5 ,Ti Zr Ni Cu Be,40 25 3 12 20,1.40189,0.121747782,1835.1724,262.2115692,-25.8764,11.13837134,1.394605827,1.5478,0.17550829,4.62,2.71580559,1.09908E+11,26.8048231,AM,AM
Cd3Cu4,2 ,Cd Cu,3 4,1.402285714,0.10234204,1030.534286,377.8592555,5.87755102,0.06059653,0.682908105,1.81,0.103923048,11.42857143,0.494871659,98000000000,48.49742261,IM,IM
Cu60.3Zr37.2Al2.5,3 ,Cu Zr Al,60.3 37.2 2.5,1.40275,0.111180044,1633.68806,386.0836289,-22.334172,3.365453925,0.7650988,1.68071,0.273636978,8.196,3.459130527,1.1267E+11,33.69168196,AM,AM
Ni40Cu5Ti17Zr28Al10,5 ,Ni Cu Ti Zr Al,40 5 17 28 10,1.40288,0.106962588,1778.2455,346.3660267,-43.254,13.70253256,1.404224468,1.6542,0.247055378,6.65,3.150793551,1.25133E+11,48.1778995,AM,AM
Al3V,2 ,Al V,3 1,1.403,0.035801478,1245.8525,541.0623614,-12,1.732050808,0.562335145,1.615,0.008660254,3.5,0.866025404,97000000000,36.37306696,IM,IM
CuMgSb,3 ,Cu Mg Sb,1 1 1,1.403,0.100931888,1061.516667,209.629642,-5.333333333,5.490732934,1.098612289,1.753333333,0.319409177,6,3.741657387,75666666667,45.50702022,IM,IM
Cu58.7Zr36.3Al3.5,3 ,Cu Zr Al,58.7 36.3 3.5,1.403243655,0.110590443,1626.544609,390.8810396,-22.59446211,3.988826902,0.794931001,1.679634518,0.272327193,8.136040609,3.482774225,1.12236E+11,33.73060193,AM,AM
Ti40Zr25Ni8Cu9Be18,5 ,Ti Zr Ni Cu Be,40 25 8 9 18,1.40329,0.120055375,1849.6393,246.5119134,-28.2612,11.95009733,1.440526996,1.5549,0.183251166,4.75,2.72901081,1.12108E+11,30.39838606,AM,AM
Cu59.6Zr36.9Al3.5,3 ,Cu Zr Al,59.6 36.9 3.5,1.403315,0.110629231,1627.13437,390.7105356,-22.589488,3.959848238,0.793650698,1.67952,0.272433789,8.137,3.481986646,1.12238E+11,33.73291929,AM,AM
CuNbNiTiZr,5 ,Cu Nb Ni Ti Zr,1 1 1 1 1,1.4036,0.09258017,1980.954,461.9512144,-21.28,12.72619975,1.609437912,1.656,0.222225111,6.8,3.059411708,1.34167E+11,40.03470716,AM,AM
Ni39.8Cu5.97Ti15.92Zr29.86Al9.95Si0.5,6 ,Ni Cu Ti Zr Al Si,39.8 5.97 15.92 29.86 9.95 0.5,1.403784118,0.1084412,1778.966798,347.7558731,-43.72846432,14.14411443,1.435963506,1.652559804,0.249713613,6.653333333,3.157906148,1.24238E+11,48.21048163,AM,AM
Pt5Al3,2 ,Pt Al,5 3,1.403875,0.015518142,1625.92625,536.3743048,-41.25,1.331338025,0.661563238,2.02875,0.324362355,7.375,3.388860428,1.7225E+11,74.55492941,IM,IM
Cu58.1Zr35.9Al6,3 ,Cu Zr Al,58.1 35.9 6,1.403915,0.109164109,1608.82457,400.9385353,-23.119748,5.143006936,0.852061678,1.67797,0.269049771,8.007,3.531706528,1.11329E+11,33.7817893,AM,AM
Al2Mn,2 ,Al Mn,2 1,1.4047,0.0275,1128.646667,276.02,-16.8889,0.9952,0.6365,1.5900,0.0283,4.3333,1.8856,"90,666,666,667",20.7418,IM,IM
Cu11In9,2 ,Cu In,11 9,1.4049,0.099859939,940.161,461.6841207,9.9,0.049749372,0.688138814,1.846,0.059699246,7.4,3.979949748,91998500000,53.06765496,IM,IM
Al45Cr7,2 ,Al Cr,45 7,1.407365385,0.044380905,1101.272115,425.4560153,-4.659763314,1.82268844,0.395067121,1.616730769,0.017065615,3.403846154,1.023936886,87307692308,28.6702328,IM,IM
AgZn3,2 ,Ag Zn,1 3,1.4075,0.015382334,828.2425,234.8011376,-3,0.433012702,0.562335145,1.72,0.121243557,11.75,0.433012702,77500000000,12.99038106,IM,IM
AuGa2,2 ,Au Ga,1 2,1.4087,0.0167,647.7166667,487.63,-16.8889,0.9952,0.6365,2.0533,0.3441,5.6667,3.7712,"110,666,666,667",77.3103,IM,IM
NbTaTiV,4 ,Nb Ta Ti V,1 1 1 1,1.40925,0.039347075,2541,522.6963746,-0.25,0.824431622,1.386294361,1.5675,0.050682837,4.75,0.433012702,1.6E+11,32.40370349,BCC,SS
AlNbTiV,4 ,Al Nb Ti V,1 1 1 1,1.40975,0.0394704,1951.8675,657.2079752,-16.25,7.749495951,1.386294361,1.595,0.03354102,4.25,0.829156198,1.29E+11,38.11823711,BCC,SS
Al13Ru4,2 ,Al Ru,13 4,1.409882353,0.028281193,1327.241765,709.8821442,-15.11418685,2.496658954,0.545594574,1.748823529,0.250267677,4.176470588,2.120912515,1.09882E+11,61.08228043,IM,IM
Al11Mn4,2 ,Al Mn,11 4,1.410133333,0.025715132,1089.611333,258.9311085,-14.86222222,1.829794181,0.579915171,1.594,0.026532998,4.066666667,1.768866555,87733333333,19.4575321,IM,IM
TaNbVTiAl0.25,5 ,Ta Nb V Ti Al,1 1 1 1 0.25,1.410588235,0.038324397,2446.439412,632.6195641,-4.816608997,4.845719771,1.52846571,1.57,0.05017616,4.647058824,0.588235294,1.55059E+11,37.13325858,BCC,SS
Al21Cu2Mn3,3 ,Al Cu Mn,21 2 3,1.410692308,0.032839485,1033.669615,208.2489345,-7.189349112,4.060946539,0.618977214,1.625384615,0.081534833,4.076923077,2.368431434,86000000000,20.93947321,IM,IM
TaNbVTiAl0.5,5 ,Ta Nb V Ti Al,1 1 1 1 0.5,1.4118,0.0374,2362.385556,705.75,-8.3951,6.2132,1.5811,1.5722,0.0496,4.5556,0.6849,"150,666,666,667",40.3760,BCC,SS
CrNbTiVZr,5,Cr Nb Ti V Zr,1 1 1 1 1,1.4118,0.08678228,2236.4,271.5986745,-4.64,3.054020301,1.609437912,1.552,0.117881296,4.8,0.748331477,1.34167E+11,37.98391472,BCC+Laves,IM+SS
AlCrTiVZr,5 ,Al Cr Ti V Zr,1 1 1 1 1,1.4124,0.0868,1873.094,478.06,-20.3200,9.7504,1.6094,1.5540,0.1188,4.4000,1.0198,"115,366,666,667",38.8485,IM,IM
Al16Ru8Ti6,3 ,Al Ru Ti,16 8 6,1.412933333,0.032989908,1581.250667,728.1878816,-33.92,5.456818446,1.009613758,1.753333333,0.270669951,4.533333333,2.12498366,1.212E+11,60.97343684,IM,IM
Ag2Ga3,2 ,Ag Ga,2 3,1.4132,0.018372906,675.718,456.594686,-4.8,0.09797959,0.673011667,1.858,0.058787754,6.2,3.919183588,73600000000,21.55550974,IM,IM
AlNbTaTiV,5 ,Al Nb Ta Ti V,1 1 1 1 1,1.4138,0.035665443,2219.494,795.005429,-13.44,7.484426498,1.609437912,1.576,0.048414874,4.4,0.8,1.432E+11,44.37296474,BCC,SS
Ni45Ti20Zr35,3 ,Ni Ti Zr,45 20 35,1.41415,0.11328335,1910.6,178.1320858,-43.47,11.98115336,1.048653789,1.633,0.26151673,6.7,2.984962311,1.27792E+11,49.24800828,AM,AM
TiZrNbMoV2,5 ,Ti Zr Nb Mo V,1 1 1 1 2,1.414833333,0.070711992,2346.833333,348.9027642,-2.666666667,1.837537268,1.560710409,1.648333333,0.250959271,4.833333333,0.687184271,1.50139E+11,49.77825056,BCC,SS
Al4Mn,2 ,Al Mn,4 1,1.4156,0.0232,1050.576,234.21,-12.1600,2.7360,0.5004,1.5980,0.0240,3.8000,1.6000,"84,800,000,000",17.6000,IM,IM
Cu55Zr40Al5,3 ,Cu Zr Al,55 40 5,1.4157,0.110505978,1644.647,404.9750764,-23.87,4.759660781,0.845113257,1.6575,0.274515482,7.8,3.544009029,1.09133E+11,34.14176328,AM,AM
Ag3Sb,2 ,Ag Sb,3 1,1.4163,0.0352,1152.1425,143.39,-3.0000,0.4330,0.5623,1.9600,0.0520,9.5000,2.5981,"85,500,000,000",25.1147,IM,IM
Al17Sb3,2 ,Al Sb,17 3,1.4167,0.0257,929.0165,10.60,1.0200,0.3499,0.4227,1.6760,0.1571,3.3000,0.7141,"70,900,000,000",12.1404,IM,IM
PtAl2,2 ,Pt Al,1 2,1.4170,0.0150,1302.78,522.28,-39.1111,2.3046,0.6365,1.8333,0.3158,5.3333,3.2998,"127,333,333,333",72.5963,IM,IM
Al5CuTi2,3 ,Al Cu Ti,5 1 2,1.4203,0.0389,1238.39,428.14,-20.1875,6.9078,0.9003,1.6288,0.1067,4.2500,2.5860,"92,500,000,000",22.9946,IM,IM
Al6Mn,2 ,Al Mn,6 1,1.420285714,0.020202993,1017.117143,204.8928184,-9.306122449,3.392150518,0.410116318,1.601428571,0.020995626,3.571428571,1.399708424,82285714286,15.39679267,IM,IM
Cu54Zr42.5Al3.5,3 ,Cu Zr Al,54 42.5 3.5,1.421515,0.111504929,1670.26725,400.9733076,-23.8076,4.005775791,0.813732865,1.6476,0.278065172,7.745,3.531285177,1.08364E+11,34.28915069,AM,AM
Cu53.2Zr41.8Al5,3 ,Cu Zr Al,53.2 41.8 5,1.4216,0.1106,1658.51114,408.09,-24.2434,4.7825,0.8501,1.6472,0.2759,7.6740,3.5524,"107,888,333,333",34.2544,AM,AM
Al22Fe3Ti8,3 ,Al Fe Ti,22 3 8,1.421909091,0.041205297,1257.495152,459.4583256,-23.55922865,4.148763144,0.831831708,1.613030303,0.074690669,3.696969697,1.42456476,92787878788,28.31399437,IM,IM
Cu51.5Zr40.5Al8,3 ,Cu Zr Al,51.5 40.5 8,1.4219,0.1088,1635.76915,421.17,-25.0561,6.0292,0.9099,1.6460,0.2716,7.5250,3.5902,"106,867,500,000",34.1679,AM,AM
AlCrMoTaTiZr,6 ,Al Cr Mo Ta Ti Zr,1 1 1 1 1 1,1.423166667,0.074763443,2228.078333,746.6088762,-16.11111111,8.932301396,1.791759469,1.633333333,0.257272013,4.666666667,1.105541597,1.41139E+11,60.37693457,AM,AM
Mg50Ni50,2 ,Mg Ni,50 50,1.4235,0.124692659,1325.5,402.5,-4,0,0.693147181,1.61,0.3,6,4,1.125E+11,67.5,AM,AM
TiZrNbMoV1.5,5 ,Ti Zr Nb Mo V,1 1 1 1 1.5,1.423818182,0.070059046,2361.727273,360.7462193,-2.710743802,1.962769907,1.594166699,1.65,0.262054817,4.818181818,0.715818898,1.49242E+11,51.89886064,BCC,SS
Cu52.5Zr42.5Al5,3 ,Cu Zr Al,52.5 42.5 5,1.4238,0.1106,1663.90275,409.17,-24.3725,4.7902,0.8517,1.6433,0.2763,7.6250,3.5545,"107,404,166,667",34.2859,AM,AM
Zr50Ni50,2 ,Zr Ni,50 50,1.4245,0.1253,1928,200.00,-49.0000,0.0000,0.6931,1.6200,0.2900,7.0000,3.0000,"125,416,666,667",54.5833,AM,AM
NbTiV2Zr,4 ,Nb Ti V Zr,1 1 2 1,1.4252,0.0748,2237,271.48,-1.2800,1.5002,1.3322,1.5460,0.1129,4.6000,0.4899,"134,166,666,667",37.9839,BCC,SS
CrMo0.5NbTa0.5TiZr ,6,Cr Mo Nb Ta Ti Zr,1 0.5 1 0.5 1 1,1.4279,0.0804,2418.4,441.12,-4.9200,3.3899,1.7481,1.5920,0.2198,4.9000,0.8307,"145,166,666,667",50.3995,BCC+BCC+Laves ,IM+SS
NaZn13,2 ,Na Zn,1 13,1.428,0.083321563,669.6935714,82.87874685,1.591836735,1.13527562,0.257318641,1.598571429,0.185428351,11.21428571,2.832933145,65450000000,16.4052583,IM,IM
Al2CaSi2,3 ,Al Ca Si,2 1 2,1.4292,0.2103,1271.188,345.92,-34.8800,8.8797,1.0549,1.6040,0.3287,3.2000,0.7483,"73,800,000,000",30.3605,IM,IM
Ag7Sb,2 ,Ag Sb,7 1,1.430625,0.026584657,1193.53625,109.5175683,-1.75,0.744117556,0.376770161,1.945,0.03968627,10.25,1.984313483,92750000000,19.18169701,IM,IM
